sku_id,forecast_horizon_week,forecast_week,forecast_week_end,forecast_demand,selected_model,forecast_generated_from_week,future_promo_flag_assumption
SKU10021,2,2025-01-06,2025-01-12,562.8396888376913,HistGradientBoosting,2024-12-23,0
SKU10022,2,2025-01-06,2025-01-12,73.61709278991029,HistGradientBoosting,2024-12-23,0
SKU10023,2,2025-01-06,2025-01-12,12.188578961108952,HistGradientBoosting,2024-12-23,0
SKU10024,2,2025-01-06,2025-01-12,133.15064483042974,HistGradientBoosting,2024-12-23,0
SKU10025,2,2025-01-06,2025-01-12,21.64684541169166,HistGradientBoosting,2024-12-23,0
SKU10026,2,2025-01-06,2025-01-12,36.976381520630525,HistGradientBoosting,2024-12-23,0
SKU10027,2,2025-01-06,2025-01-12,37.793303192828866,HistGradientBoosting,2024-12-23,0
SKU10028,2,2025-01-06,2025-01-12,53.39071185915664,HistGradientBoosting,2024-12-23,0
SKU10029,2,2025-01-06,2025-01-12,47.10608297336923,HistGradientBoosting,2024-12-23,0
SKU10030,2,2025-01-06,2025-01-12,31.70794006801728,HistGradientBoosting,2024-12-23,0
SKU10031,2,2025-01-06,2025-01-12,230.69647556264312,HistGradientBoosting,2024-12-23,0
SKU10032,2,2025-01-06,2025-01-12,18.739357809688734,HistGradientBoosting,2024-12-23,0
SKU10033,2,2025-01-06,2025-01-12,19.613262893210027,HistGradientBoosting,2024-12-23,0
SKU10034,2,2025-01-06,2025-01-12,19.678293386291635,HistGradientBoosting,2024-12-23,0
SKU10035,2,2025-01-06,2025-01-12,15.171071957479674,HistGradientBoosting,2024-12-23,0
SKU10036,2,2025-01-06,2025-01-12,71.60612841035697,HistGradientBoosting,2024-12-23,0
SKU10037,2,2025-01-06,2025-01-12,100.64012335740046,HistGradientBoosting,2024-12-23,0
SKU10038,2,2025-01-06,2025-01-12,49.865666673494694,HistGradientBoosting,2024-12-23,0
SKU10039,2,2025-01-06,2025-01-12,18.493909731861233,HistGradientBoosting,2024-12-23,0
SKU10040,2,2025-01-06,2025-01-12,22.82770774356217,HistGradientBoosting,2024-12-23,0
SKU10041,2,2025-01-06,2025-01-12,9.449723655348247,HistGradientBoosting,2024-12-23,0
SKU10042,2,2025-01-06,2025-01-12,174.10769452701456,HistGradientBoosting,2024-12-23,0
SKU10043,2,2025-01-06,2025-01-12,10.639062398093529,HistGradientBoosting,2024-12-23,0
SKU10044,2,2025-01-06,2025-01-12,57.86457544432718,HistGradientBoosting,2024-12-23,0
SKU10045,2,2025-01-06,2025-01-12,810.5405739721577,HistGradientBoosting,2024-12-23,0
SKU10046,2,2025-01-06,2025-01-12,54.28341404439943,HistGradientBoosting,2024-12-23,0
SKU10047,2,2025-01-06,2025-01-12,264.2424270280315,HistGradientBoosting,2024-12-23,0
SKU10048,2,2025-01-06,2025-01-12,20.679545415153456,HistGradientBoosting,2024-12-23,0
SKU10049,2,2025-01-06,2025-01-12,140.39936232859196,HistGradientBoosting,2024-12-23,0
SKU10050,2,2025-01-06,2025-01-12,54.318683270645884,HistGradientBoosting,2024-12-23,0
SKU10051,2,2025-01-06,2025-01-12,116.66636814776612,HistGradientBoosting,2024-12-23,0
SKU10052,2,2025-01-06,2025-01-12,12.70078923683754,HistGradientBoosting,2024-12-23,0
SKU10053,2,2025-01-06,2025-01-12,9.985448518430738,HistGradientBoosting,2024-12-23,0
SKU10054,2,2025-01-06,2025-01-12,28.617918625293406,HistGradientBoosting,2024-12-23,0
SKU10055,2,2025-01-06,2025-01-12,81.97461035646664,HistGradientBoosting,2024-12-23,0
SKU10056,2,2025-01-06,2025-01-12,203.4657236302773,HistGradientBoosting,2024-12-23,0
SKU10057,2,2025-01-06,2025-01-12,175.3708575482651,HistGradientBoosting,2024-12-23,0
SKU10058,2,2025-01-06,2025-01-12,15.023619141838099,HistGradientBoosting,2024-12-23,0
SKU10059,2,2025-01-06,2025-01-12,190.4965496907343,HistGradientBoosting,2024-12-23,0
SKU10060,2,2025-01-06,2025-01-12,28.4187667245056,HistGradientBoosting,2024-12-23,0
SKU10061,2,2025-01-06,2025-01-12,35.62045200180313,HistGradientBoosting,2024-12-23,0
SKU10062,2,2025-01-06,2025-01-12,11.081743392742391,HistGradientBoosting,2024-12-23,0
SKU10063,2,2025-01-06,2025-01-12,108.86099688386021,HistGradientBoosting,2024-12-23,0
SKU10064,2,2025-01-06,2025-01-12,17.516726471427926,HistGradientBoosting,2024-12-23,0
SKU10065,2,2025-01-06,2025-01-12,73.70053315316369,HistGradientBoosting,2024-12-23,0
SKU10066,2,2025-01-06,2025-01-12,178.5599352101536,HistGradientBoosting,2024-12-23,0
SKU10067,2,2025-01-06,2025-01-12,8.271026019406994,HistGradientBoosting,2024-12-23,0
SKU10068,2,2025-01-06,2025-01-12,35.3382826539966,HistGradientBoosting,2024-12-23,0
SKU10069,2,2025-01-06,2025-01-12,20.965103564703007,HistGradientBoosting,2024-12-23,0
SKU10070,2,2025-01-06,2025-01-12,24.972308142780083,HistGradientBoosting,2024-12-23,0
SKU10071,2,2025-01-06,2025-01-12,55.790635706047205,HistGradientBoosting,2024-12-23,0
SKU10072,2,2025-01-06,2025-01-12,26.077133530792434,HistGradientBoosting,2024-12-23,0
SKU10073,2,2025-01-06,2025-01-12,106.50878796081025,HistGradientBoosting,2024-12-23,0
SKU10074,2,2025-01-06,2025-01-12,71.48352752086589,HistGradientBoosting,2024-12-23,0
SKU10075,2,2025-01-06,2025-01-12,53.31239647746327,HistGradientBoosting,2024-12-23,0
SKU10076,2,2025-01-06,2025-01-12,133.42561850971757,HistGradientBoosting,2024-12-23,0
SKU10077,2,2025-01-06,2025-01-12,68.25742467248799,HistGradientBoosting,2024-12-23,0
SKU10078,2,2025-01-06,2025-01-12,65.57040306982532,HistGradientBoosting,2024-12-23,0
SKU10079,2,2025-01-06,2025-01-12,53.81683151755137,HistGradientBoosting,2024-12-23,0
SKU10080,2,2025-01-06,2025-01-12,28.97193022163926,HistGradientBoosting,2024-12-23,0
SKU10081,2,2025-01-06,2025-01-12,28.770090764143447,HistGradientBoosting,2024-12-23,0
SKU10082,2,2025-01-06,2025-01-12,204.85377097543318,HistGradientBoosting,2024-12-23,0
SKU10083,2,2025-01-06,2025-01-12,99.32849736838801,HistGradientBoosting,2024-12-23,0
SKU10084,2,2025-01-06,2025-01-12,17.701961824255722,HistGradientBoosting,2024-12-23,0
SKU10085,2,2025-01-06,2025-01-12,47.12883840653071,HistGradientBoosting,2024-12-23,0
SKU10086,2,2025-01-06,2025-01-12,26.37282481891554,HistGradientBoosting,2024-12-23,0
SKU10087,2,2025-01-06,2025-01-12,285.3523477615617,HistGradientBoosting,2024-12-23,0
SKU10088,2,2025-01-06,2025-01-12,14.117119954778902,HistGradientBoosting,2024-12-23,0
SKU10089,2,2025-01-06,2025-01-12,33.242653438891736,HistGradientBoosting,2024-12-23,0
SKU10090,2,2025-01-06,2025-01-12,30.831451202333916,HistGradientBoosting,2024-12-23,0
SKU10091,2,2025-01-06,2025-01-12,36.76624074263803,HistGradientBoosting,2024-12-23,0
SKU10092,2,2025-01-06,2025-01-12,178.69969179881997,HistGradientBoosting,2024-12-23,0
SKU10093,2,2025-01-06,2025-01-12,22.92942265606744,HistGradientBoosting,2024-12-23,0
SKU10094,2,2025-01-06,2025-01-12,153.27060065936448,HistGradientBoosting,2024-12-23,0
SKU10095,2,2025-01-06,2025-01-12,21.779312165622912,HistGradientBoosting,2024-12-23,0
SKU10096,2,2025-01-06,2025-01-12,199.3638452727345,HistGradientBoosting,2024-12-23,0
SKU10097,2,2025-01-06,2025-01-12,6.460004801028468,HistGradientBoosting,2024-12-23,0
SKU10098,2,2025-01-06,2025-01-12,15.180291357569669,HistGradientBoosting,2024-12-23,0
SKU10099,2,2025-01-06,2025-01-12,106.36929036886822,HistGradientBoosting,2024-12-23,0
SKU10100,2,2025-01-06,2025-01-12,1963.4729944487908,HistGradientBoosting,2024-12-23,0
SKU10101,2,2025-01-06,2025-01-12,224.63025106311105,HistGradientBoosting,2024-12-23,0
SKU10102,2,2025-01-06,2025-01-12,55.115918922682255,HistGradientBoosting,2024-12-23,0
SKU10103,2,2025-01-06,2025-01-12,318.39420989239653,HistGradientBoosting,2024-12-23,0
SKU10104,2,2025-01-06,2025-01-12,8.624521133349948,HistGradientBoosting,2024-12-23,0
SKU10105,2,2025-01-06,2025-01-12,559.9662519337467,HistGradientBoosting,2024-12-23,0
SKU10106,2,2025-01-06,2025-01-12,37.57838671550814,HistGradientBoosting,2024-12-23,0
SKU10107,2,2025-01-06,2025-01-12,112.96713344321283,HistGradientBoosting,2024-12-23,0
SKU10108,2,2025-01-06,2025-01-12,183.74070725892463,HistGradientBoosting,2024-12-23,0
SKU10109,2,2025-01-06,2025-01-12,106.0587945458311,HistGradientBoosting,2024-12-23,0
SKU10110,2,2025-01-06,2025-01-12,55.98077068472442,HistGradientBoosting,2024-12-23,0
SKU10111,2,2025-01-06,2025-01-12,35.994205716556216,HistGradientBoosting,2024-12-23,0
SKU10112,2,2025-01-06,2025-01-12,188.3737219209627,HistGradientBoosting,2024-12-23,0
SKU10113,2,2025-01-06,2025-01-12,18.05240947655761,HistGradientBoosting,2024-12-23,0
SKU10114,2,2025-01-06,2025-01-12,576.7489131887942,HistGradientBoosting,2024-12-23,0
SKU10115,2,2025-01-06,2025-01-12,100.50450760374224,HistGradientBoosting,2024-12-23,0
SKU10116,2,2025-01-06,2025-01-12,16.156968717707493,HistGradientBoosting,2024-12-23,0
SKU10117,2,2025-01-06,2025-01-12,195.59718388454053,HistGradientBoosting,2024-12-23,0
SKU10118,2,2025-01-06,2025-01-12,68.34055059497963,HistGradientBoosting,2024-12-23,0
SKU10119,2,2025-01-06,2025-01-12,107.47562808157565,HistGradientBoosting,2024-12-23,0
SKU10120,2,2025-01-06,2025-01-12,140.4372842847872,HistGradientBoosting,2024-12-23,0
SKU10121,2,2025-01-06,2025-01-12,14.717495450943307,HistGradientBoosting,2024-12-23,0
SKU10122,2,2025-01-06,2025-01-12,45.00501126687979,HistGradientBoosting,2024-12-23,0
SKU10123,2,2025-01-06,2025-01-12,314.2722745809177,HistGradientBoosting,2024-12-23,0
SKU10124,2,2025-01-06,2025-01-12,19.671512687577373,HistGradientBoosting,2024-12-23,0
SKU10125,2,2025-01-06,2025-01-12,57.579242905224355,HistGradientBoosting,2024-12-23,0
SKU10126,2,2025-01-06,2025-01-12,34.49794354801414,HistGradientBoosting,2024-12-23,0
SKU10127,2,2025-01-06,2025-01-12,41.21170717382524,HistGradientBoosting,2024-12-23,0
SKU10128,2,2025-01-06,2025-01-12,55.881073764927166,HistGradientBoosting,2024-12-23,0
SKU10129,2,2025-01-06,2025-01-12,65.0056403410636,HistGradientBoosting,2024-12-23,0
SKU10130,2,2025-01-06,2025-01-12,21.403063711549134,HistGradientBoosting,2024-12-23,0
SKU10131,2,2025-01-06,2025-01-12,114.31277680650855,HistGradientBoosting,2024-12-23,0
SKU10132,2,2025-01-06,2025-01-12,11.570492695352458,HistGradientBoosting,2024-12-23,0
